TIME:PID,IMPL,METHOD,WIDTH,LENGTH,PATHS,PERMS,THREADS,CYCLES,MS
TIME:187,AVX2,m1,10240,2,76908,1000,24,2341871,172
TIME:187,AVX2,m1,10240,3,12737404,1000,24,812696092,33953
