TIME:PID,IMPL,METHOD,WIDTH,LENGTH,PATHS,PERMS,THREADS,CYCLES,MS
TIME:77,AVX2,m1,10240,2,76908,104,24,296131,77
TIME:77,AVX2,m1,10240,3,12737404,104,24,73359501,3130
