TIME:PID,IMPL,METHOD,WIDTH,LENGTH,PATHS,PERMS,THREADS,CYCLES,MS
TIME:80,AVX2,m1,10240,2,76908,0,48,148014,13
TIME:80,AVX2,m1,10240,3,12737404,0,48,35638069,783
TIME:80,AVX2,m1,10240,4,1043807448,0,48,647618107,13661
TIME:80,AVX2,m1,10240,5,159692173658,0,48,129573957434,2700176
