TIME:PID,IMPL,METHOD,WIDTH,LENGTH,PATHS,PERMS,THREADS,CYCLES,MS
TIME:684,AVX2,m1,10240,2,76908,1000,48,4925361,205
TIME:684,AVX2,m1,10240,3,12737404,1000,48,887088544,18628
TIME:684,AVX2,m1,10240,4,1043807448,1000,48,89297385910,1860552
TIME:684,AVX2,m1,10240,5,159692173658,1000,48,15187714922841,316428237
