TIME:PID,IMPL,METHOD,WIDTH,LENGTH,PATHS,PERMS,THREADS,CYCLES,MS
TIME:187,AVX-512,m1,10240,2,76908,1008,24,5490984,339
TIME:187,AVX-512,m1,10240,3,12737404,1008,24,2157295183,90068
