TIME:PID,IMPL,METHOD,WIDTH,LENGTH,PATHS,PERMS,THREADS,CYCLES,MS
TIME:77,AVX-512,m1,10240,2,76908,112,24,680034,86
TIME:77,AVX-512,m1,10240,3,12737404,112,24,221155300,9311
