TIME:PID,IMPL,METHOD,WIDTH,LENGTH,PATHS,PERMS,THREADS,CYCLES,MS
TIME:79,SSE4,m1,10240,2,76908,104,24,544886,96
TIME:79,SSE4,m1,10240,3,12737404,104,24,166983169,7053
