TIME:PID,IMPL,METHOD,WIDTH,LENGTH,PATHS,PERMS,THREADS,CYCLES,MS
TIME:189,SSE4,m1,10240,2,76908,1000,24,9741563,542
TIME:189,SSE4,m1,10240,3,12737404,1000,24,3188977678,133057
