TIME:PID,IMPL,METHOD,WIDTH,LENGTH,PATHS,PERMS,THREADS,CYCLES,MS
TIME:79,SSE2,m1,10112,2,76908,100,24,525125,92
TIME:79,SSE2,m1,10112,3,12737404,100,24,157153553,6642
