TIME:PID,IMPL,METHOD,WIDTH,LENGTH,PATHS,PERMS,THREADS,CYCLES,MS
TIME:189,SSE2,m1,10112,2,76908,1000,24,10615093,582
TIME:189,SSE2,m1,10112,3,12737404,1000,24,3394026820,141620
